TRANSACTION_ID;TRANSACTION_DATE;TRANSACTION_TIME;TRANSACTION_QTY;STORE_ID;STORE_LOCATION;PRODUCT_ID;UNIT_PRICE;PRODUCT_CATEGORY;PRODUCT_TYPE;PRODUCT_DETAIL;TIME_BUCKETS;MONTH_ID;TOTAL_SALES2;WEEKDAY
18089;2023/02/02;54:07,0;1;5;Lower Manhattan;58;3,5;Drinking Chocolate;Hot chocolate;Dark chocolate Rg;Afternoon 12PM-4PM;202302;3,5;Thursday
18090;2023/02/02;54:07,0;1;5;Lower Manhattan;77;3;Bakery;Scone;Oatmeal Scone;Afternoon 12PM-4PM;202302;3;Thursday
18091;2023/02/02;55:02,0;2;3;Astoria;57;3,1;Tea;Brewed Chai tea;Spicy Eye Opener Chai Lg;Afternoon 12PM-4PM;202302;6,2;Thursday
18092;2023/02/02;57:52,0;2;3;Astoria;51;3;Tea;Brewed Black tea;Earl Grey Lg;Afternoon 12PM-4PM;202302;6;Thursday
18093;2023/02/02;58:38,0;2;8;Hell's Kitchen;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Afternoon 12PM-4PM;202302;6;Thursday
18094;2023/02/02;58:57,0;1;8;Hell's Kitchen;35;3,1;Coffee;Premium brewed coffee;Jamaican Coffee River Rg;Afternoon 12PM-4PM;202302;3,1;Thursday
18095;2023/02/02;59:43,0;1;8;Hell's Kitchen;57;3,1;Tea;Brewed Chai tea;Spicy Eye Opener Chai Lg;Afternoon 12PM-4PM;202302;3,1;Thursday
18096;2023/02/02;01:48,0;2;3;Astoria;50;2,5;Tea;Brewed Black tea;Earl Grey Rg;Afternoon 12PM-4PM;202302;5;Thursday
18097;2023/02/02;02:53,0;2;8;Hell's Kitchen;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202302;6;Thursday
18098;2023/02/02;03:36,0;2;3;Astoria;51;3;Tea;Brewed Black tea;Earl Grey Lg;Afternoon 12PM-4PM;202302;6;Thursday
18099;2023/02/02;04:57,0;2;8;Hell's Kitchen;41;4,25;Coffee;Barista Espresso;Cappuccino Lg;Afternoon 12PM-4PM;202302;8,5;Thursday
18100;2023/02/02;05:37,0;2;3;Astoria;59;4,5;Drinking Chocolate;Hot chocolate;Dark chocolate Lg;Afternoon 12PM-4PM;202302;9;Thursday
18101;2023/02/02;07:09,0;2;3;Astoria;43;3;Tea;Brewed herbal tea;Lemon Grass Lg;Afternoon 12PM-4PM;202302;6;Thursday
18102;2023/02/02;07:45,0;2;3;Astoria;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202302;6;Thursday
18103;2023/02/02;07:54,0;1;8;Hell's Kitchen;52;2,5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18104;2023/02/02;07:54,0;1;8;Hell's Kitchen;78;4,5;Bakery;Scone;Scottish Cream Scone ;Afternoon 12PM-4PM;202302;4,5;Thursday
18105;2023/02/02;07:55,0;1;5;Lower Manhattan;49;3;Tea;Brewed Black tea;English Breakfast Lg;Afternoon 12PM-4PM;202302;3;Thursday
18106;2023/02/02;07:55,0;1;5;Lower Manhattan;74;3,5;Bakery;Biscotti;Ginger Biscotti;Afternoon 12PM-4PM;202302;3,5;Thursday
18107;2023/02/02;08:59,0;1;5;Lower Manhattan;51;3;Tea;Brewed Black tea;Earl Grey Lg;Afternoon 12PM-4PM;202302;3;Thursday
18108;2023/02/02;09:14,0;1;5;Lower Manhattan;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202302;3;Thursday
18109;2023/02/02;09:14,0;1;5;Lower Manhattan;75;3,5;Bakery;Pastry;Croissant;Afternoon 12PM-4PM;202302;3,5;Thursday
18110;2023/02/02;10:41,0;2;8;Hell's Kitchen;43;3;Tea;Brewed herbal tea;Lemon Grass Lg;Afternoon 12PM-4PM;202302;6;Thursday
18111;2023/02/02;11:09,0;1;3;Astoria;52;2,5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18112;2023/02/02;11:39,0;1;8;Hell's Kitchen;37;3;Coffee;Barista Espresso;Espresso shot;Afternoon 12PM-4PM;202302;3;Thursday
18113;2023/02/02;13:15,0;1;3;Astoria;30;3;Coffee;Gourmet brewed coffee;Columbian Medium Roast Lg;Afternoon 12PM-4PM;202302;3;Thursday
18114;2023/02/02;15:40,0;1;5;Lower Manhattan;24;3;Coffee;Drip coffee;Our Old Time Diner Blend Lg;Afternoon 12PM-4PM;202302;3;Thursday
18115;2023/02/02;17:07,0;2;3;Astoria;36;3,75;Coffee;Premium brewed coffee;Jamaican Coffee River Lg;Afternoon 12PM-4PM;202302;7,5;Thursday
18116;2023/02/02;19:09,0;2;3;Astoria;22;2;Coffee;Drip coffee;Our Old Time Diner Blend Sm;Afternoon 12PM-4PM;202302;4;Thursday
18117;2023/02/02;19:09,0;1;3;Astoria;71;3,75;Bakery;Pastry;Chocolate Croissant;Afternoon 12PM-4PM;202302;3,75;Thursday
18118;2023/02/02;21:09,0;2;3;Astoria;46;2,5;Tea;Brewed Green tea;Serenity Green Tea Rg;Afternoon 12PM-4PM;202302;5;Thursday
18119;2023/02/02;21:23,0;2;8;Hell's Kitchen;50;2,5;Tea;Brewed Black tea;Earl Grey Rg;Afternoon 12PM-4PM;202302;5;Thursday
18120;2023/02/02;23:20,0;2;3;Astoria;22;2;Coffee;Drip coffee;Our Old Time Diner Blend Sm;Afternoon 12PM-4PM;202302;4;Thursday
18121;2023/02/02;23:28,0;2;8;Hell's Kitchen;28;2;Coffee;Gourmet brewed coffee;Columbian Medium Roast Sm;Afternoon 12PM-4PM;202302;4;Thursday
18122;2023/02/02;23:38,0;1;3;Astoria;44;2,5;Tea;Brewed herbal tea;Peppermint Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18123;2023/02/02;25:02,0;1;8;Hell's Kitchen;57;3,1;Tea;Brewed Chai tea;Spicy Eye Opener Chai Lg;Afternoon 12PM-4PM;202302;3,1;Thursday
18124;2023/02/02;28:24,0;2;8;Hell's Kitchen;44;2,5;Tea;Brewed herbal tea;Peppermint Rg;Afternoon 12PM-4PM;202302;5;Thursday
18125;2023/02/02;29:51,0;1;3;Astoria;38;3,75;Coffee;Barista Espresso;Latte;Afternoon 12PM-4PM;202302;3,75;Thursday
18126;2023/02/02;30:00,0;2;3;Astoria;27;3,5;Coffee;Organic brewed coffee;Brazilian Lg;Afternoon 12PM-4PM;202302;7;Thursday
18127;2023/02/02;30:00,0;1;3;Astoria;76;3,5;Bakery;Biscotti;Chocolate Chip Biscotti;Afternoon 12PM-4PM;202302;3,5;Thursday
18128;2023/02/02;30:15,0;1;3;Astoria;30;3;Coffee;Gourmet brewed coffee;Columbian Medium Roast Lg;Afternoon 12PM-4PM;202302;3;Thursday
18129;2023/02/02;30:25,0;1;8;Hell's Kitchen;25;2,2;Coffee;Organic brewed coffee;Brazilian Sm;Afternoon 12PM-4PM;202302;2,2;Thursday
18130;2023/02/02;32:29,0;2;8;Hell's Kitchen;35;3,1;Coffee;Premium brewed coffee;Jamaican Coffee River Rg;Afternoon 12PM-4PM;202302;6,2;Thursday
18131;2023/02/02;34:02,0;1;8;Hell's Kitchen;23;2,5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18132;2023/02/02;35:24,0;2;5;Lower Manhattan;32;3;Coffee;Gourmet brewed coffee;Ethiopia Rg;Afternoon 12PM-4PM;202302;6;Thursday
18133;2023/02/02;37:00,0;1;3;Astoria;34;2,45;Coffee;Premium brewed coffee;Jamaican Coffee River Sm;Afternoon 12PM-4PM;202302;2,45;Thursday
18134;2023/02/02;37:01,0;1;8;Hell's Kitchen;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18135;2023/02/02;39:28,0;2;3;Astoria;39;4,25;Coffee;Barista Espresso;Latte Rg;Afternoon 12PM-4PM;202302;8,5;Thursday
18136;2023/02/02;40:36,0;2;8;Hell's Kitchen;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202302;6;Thursday
18137;2023/02/02;41:31,0;1;3;Astoria;53;3;Tea;Brewed Chai tea;Traditional Blend Chai Lg;Afternoon 12PM-4PM;202302;3;Thursday
18138;2023/02/02;42:19,0;1;8;Hell's Kitchen;25;2,2;Coffee;Organic brewed coffee;Brazilian Sm;Afternoon 12PM-4PM;202302;2,2;Thursday
18139;2023/02/02;43:55,0;2;3;Astoria;46;2,5;Tea;Brewed Green tea;Serenity Green Tea Rg;Afternoon 12PM-4PM;202302;5;Thursday
18140;2023/02/02;45:24,0;1;3;Astoria;52;2,5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18141;2023/02/02;46:16,0;2;5;Lower Manhattan;28;2;Coffee;Gourmet brewed coffee;Columbian Medium Roast Sm;Afternoon 12PM-4PM;202302;4;Thursday
18142;2023/02/02;47:04,0;2;3;Astoria;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202302;6;Thursday
18143;2023/02/02;47:04,0;1;3;Astoria;76;3,5;Bakery;Biscotti;Chocolate Chip Biscotti;Afternoon 12PM-4PM;202302;3,5;Thursday
18144;2023/02/02;48:27,0;2;8;Hell's Kitchen;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Afternoon 12PM-4PM;202302;6;Thursday
18145;2023/02/02;48:27,0;1;8;Hell's Kitchen;73;3,75;Bakery;Pastry;Almond Croissant;Afternoon 12PM-4PM;202302;3,75;Thursday
18146;2023/02/02;48:52,0;2;3;Astoria;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202302;6;Thursday
18147;2023/02/02;49:30,0;1;5;Lower Manhattan;48;2,5;Tea;Brewed Black tea;English Breakfast Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18148;2023/02/02;51:33,0;1;3;Astoria;60;3,75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Rg;Afternoon 12PM-4PM;202302;3,75;Thursday
18149;2023/02/02;51:33,0;1;3;Astoria;70;3,25;Bakery;Scone;Cranberry Scone;Afternoon 12PM-4PM;202302;3,25;Thursday
18150;2023/02/02;53:04,0;1;8;Hell's Kitchen;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Afternoon 12PM-4PM;202302;3;Thursday
18151;2023/02/02;53:04,0;1;8;Hell's Kitchen;79;3,75;Bakery;Scone;Jumbo Savory Scone;Afternoon 12PM-4PM;202302;3,75;Thursday
18152;2023/02/02;55:38,0;1;8;Hell's Kitchen;23;2,5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18153;2023/02/02;55:38,0;1;8;Hell's Kitchen;71;3,75;Bakery;Pastry;Chocolate Croissant;Afternoon 12PM-4PM;202302;3,75;Thursday
18154;2023/02/02;55:55,0;1;3;Astoria;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202302;3;Thursday
18155;2023/02/02;56:19,0;1;5;Lower Manhattan;39;4,25;Coffee;Barista Espresso;Latte Rg;Afternoon 12PM-4PM;202302;4,25;Thursday
18156;2023/02/02;56:44,0;1;8;Hell's Kitchen;48;2,5;Tea;Brewed Black tea;English Breakfast Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18157;2023/02/02;58:12,0;2;5;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee;Jamaican Coffee River Sm;Afternoon 12PM-4PM;202302;4,9;Thursday
18158;2023/02/02;58:36,0;1;3;Astoria;39;4,25;Coffee;Barista Espresso;Latte Rg;Afternoon 12PM-4PM;202302;4,25;Thursday
18159;2023/02/02;02:06,0;2;3;Astoria;30;3;Coffee;Gourmet brewed coffee;Columbian Medium Roast Lg;Afternoon 12PM-4PM;202302;6;Thursday
18160;2023/02/02;02:06,0;1;3;Astoria;69;3,25;Bakery;Biscotti;Hazelnut Biscotti;Afternoon 12PM-4PM;202302;3,25;Thursday
18161;2023/02/02;02:16,0;2;8;Hell's Kitchen;25;2,2;Coffee;Organic brewed coffee;Brazilian Sm;Afternoon 12PM-4PM;202302;4,4;Thursday
18162;2023/02/02;03:24,0;2;3;Astoria;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Afternoon 12PM-4PM;202302;6;Thursday
18163;2023/02/02;03:28,0;1;3;Astoria;24;3;Coffee;Drip coffee;Our Old Time Diner Blend Lg;Afternoon 12PM-4PM;202302;3;Thursday
18164;2023/02/02;05:06,0;2;3;Astoria;50;2,5;Tea;Brewed Black tea;Earl Grey Rg;Afternoon 12PM-4PM;202302;5;Thursday
18165;2023/02/02;05:06,0;1;3;Astoria;75;3,5;Bakery;Pastry;Croissant;Afternoon 12PM-4PM;202302;3,5;Thursday
18166;2023/02/02;06:47,0;1;5;Lower Manhattan;23;2,5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18167;2023/02/02;06:47,0;1;5;Lower Manhattan;78;4,5;Bakery;Scone;Scottish Cream Scone ;Afternoon 12PM-4PM;202302;4,5;Thursday
18168;2023/02/02;07:14,0;1;5;Lower Manhattan;60;3,75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Rg;Afternoon 12PM-4PM;202302;3,75;Thursday
18169;2023/02/02;07:17,0;1;3;Astoria;37;3;Coffee;Barista Espresso;Espresso shot;Afternoon 12PM-4PM;202302;3;Thursday
18170;2023/02/02;08:28,0;1;8;Hell's Kitchen;23;2,5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18171;2023/02/02;08:34,0;1;8;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea;Spicy Eye Opener Chai Rg;Afternoon 12PM-4PM;202302;2,55;Thursday
18172;2023/02/02;08:49,0;1;3;Astoria;40;3,75;Coffee;Barista Espresso;Cappuccino;Afternoon 12PM-4PM;202302;3,75;Thursday
18173;2023/02/02;12:07,0;2;5;Lower Manhattan;51;3;Tea;Brewed Black tea;Earl Grey Lg;Afternoon 12PM-4PM;202302;6;Thursday
18174;2023/02/02;12:17,0;1;3;Astoria;32;3;Coffee;Gourmet brewed coffee;Ethiopia Rg;Afternoon 12PM-4PM;202302;3;Thursday
18175;2023/02/02;12:33,0;1;3;Astoria;23;2,5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18176;2023/02/02;13:37,0;2;5;Lower Manhattan;25;2,2;Coffee;Organic brewed coffee;Brazilian Sm;Afternoon 12PM-4PM;202302;4,4;Thursday
18177;2023/02/02;15:22,0;2;8;Hell's Kitchen;87;3;Coffee;Barista Espresso;Ouro Brasileiro shot;Afternoon 12PM-4PM;202302;6;Thursday
18178;2023/02/02;17:23,0;2;8;Hell's Kitchen;61;4,75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Lg;Afternoon 12PM-4PM;202302;9,5;Thursday
18179;2023/02/02;17:47,0;2;3;Astoria;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202302;6;Thursday
18180;2023/02/02;17:55,0;2;3;Astoria;61;4,75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Lg;Afternoon 12PM-4PM;202302;9,5;Thursday
18181;2023/02/02;17:55,0;1;3;Astoria;75;3,5;Bakery;Pastry;Croissant;Afternoon 12PM-4PM;202302;3,5;Thursday
18182;2023/02/02;19:05,0;1;8;Hell's Kitchen;50;2,5;Tea;Brewed Black tea;Earl Grey Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18183;2023/02/02;19:11,0;2;8;Hell's Kitchen;60;3,75;Drinking Chocolate;Hot chocolate;Sustainably Grown Organic Rg;Afternoon 12PM-4PM;202302;7,5;Thursday
18184;2023/02/02;19:11,0;1;8;Hell's Kitchen;78;4,5;Bakery;Scone;Scottish Cream Scone ;Afternoon 12PM-4PM;202302;4,5;Thursday
18185;2023/02/02;19:32,0;1;3;Astoria;43;3;Tea;Brewed herbal tea;Lemon Grass Lg;Afternoon 12PM-4PM;202302;3;Thursday
18186;2023/02/02;19:50,0;1;8;Hell's Kitchen;39;4,25;Coffee;Barista Espresso;Latte Rg;Afternoon 12PM-4PM;202302;4,25;Thursday
18187;2023/02/02;25:35,0;1;8;Hell's Kitchen;31;2,2;Coffee;Gourmet brewed coffee;Ethiopia Sm;Afternoon 12PM-4PM;202302;2,2;Thursday
18188;2023/02/02;26:55,0;2;3;Astoria;44;2,5;Tea;Brewed herbal tea;Peppermint Rg;Afternoon 12PM-4PM;202302;5;Thursday
18189;2023/02/02;26:55,0;1;3;Astoria;72;3,25;Bakery;Scone;Ginger Scone;Afternoon 12PM-4PM;202302;3,25;Thursday
18190;2023/02/02;27:18,0;2;3;Astoria;27;3,5;Coffee;Organic brewed coffee;Brazilian Lg;Afternoon 12PM-4PM;202302;7;Thursday
18191;2023/02/02;27:42,0;1;3;Astoria;35;3,1;Coffee;Premium brewed coffee;Jamaican Coffee River Rg;Afternoon 12PM-4PM;202302;3,1;Thursday
18192;2023/02/02;31:43,0;2;3;Astoria;36;3,75;Coffee;Premium brewed coffee;Jamaican Coffee River Lg;Afternoon 12PM-4PM;202302;7,5;Thursday
18193;2023/02/02;32:10,0;1;5;Lower Manhattan;32;3;Coffee;Gourmet brewed coffee;Ethiopia Rg;Afternoon 12PM-4PM;202302;3;Thursday
18194;2023/02/02;34:43,0;1;3;Astoria;55;4;Tea;Brewed Chai tea;Morning Sunrise Chai Lg;Afternoon 12PM-4PM;202302;4;Thursday
18195;2023/02/02;37:44,0;2;8;Hell's Kitchen;52;2,5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;Afternoon 12PM-4PM;202302;5;Thursday
18196;2023/02/02;37:48,0;1;5;Lower Manhattan;53;3;Tea;Brewed Chai tea;Traditional Blend Chai Lg;Afternoon 12PM-4PM;202302;3;Thursday
18197;2023/02/02;39:18,0;1;8;Hell's Kitchen;24;3;Coffee;Drip coffee;Our Old Time Diner Blend Lg;Afternoon 12PM-4PM;202302;3;Thursday
18198;2023/02/02;40:16,0;1;3;Astoria;59;4,5;Drinking Chocolate;Hot chocolate;Dark chocolate Lg;Afternoon 12PM-4PM;202302;4,5;Thursday
18199;2023/02/02;40:25,0;2;3;Astoria;40;3,75;Coffee;Barista Espresso;Cappuccino;Afternoon 12PM-4PM;202302;7,5;Thursday
18200;2023/02/02;41:35,0;2;5;Lower Manhattan;28;2;Coffee;Gourmet brewed coffee;Columbian Medium Roast Sm;Afternoon 12PM-4PM;202302;4;Thursday
18201;2023/02/02;42:20,0;2;3;Astoria;42;2,5;Tea;Brewed herbal tea;Lemon Grass Rg;Afternoon 12PM-4PM;202302;5;Thursday
18202;2023/02/02;42:38,0;1;8;Hell's Kitchen;56;2,55;Tea;Brewed Chai tea;Spicy Eye Opener Chai Rg;Afternoon 12PM-4PM;202302;2,55;Thursday
18203;2023/02/02;43:41,0;1;3;Astoria;29;2,5;Coffee;Gourmet brewed coffee;Columbian Medium Roast Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18204;2023/02/02;46:31,0;2;8;Hell's Kitchen;23;2,5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;Afternoon 12PM-4PM;202302;5;Thursday
18205;2023/02/02;48:03,0;2;3;Astoria;58;3,5;Drinking Chocolate;Hot chocolate;Dark chocolate Rg;Afternoon 12PM-4PM;202302;7;Thursday
18206;2023/02/02;48:53,0;1;8;Hell's Kitchen;32;3;Coffee;Gourmet brewed coffee;Ethiopia Rg;Afternoon 12PM-4PM;202302;3;Thursday
18207;2023/02/02;49:20,0;2;8;Hell's Kitchen;35;3,1;Coffee;Premium brewed coffee;Jamaican Coffee River Rg;Afternoon 12PM-4PM;202302;6,2;Thursday
18208;2023/02/02;50:53,0;1;3;Astoria;43;3;Tea;Brewed herbal tea;Lemon Grass Lg;Afternoon 12PM-4PM;202302;3;Thursday
18209;2023/02/02;51:11,0;1;3;Astoria;36;3,75;Coffee;Premium brewed coffee;Jamaican Coffee River Lg;Afternoon 12PM-4PM;202302;3,75;Thursday
18210;2023/02/02;54:25,0;2;3;Astoria;50;2,5;Tea;Brewed Black tea;Earl Grey Rg;Afternoon 12PM-4PM;202302;5;Thursday
18211;2023/02/02;54:33,0;2;3;Astoria;37;3;Coffee;Barista Espresso;Espresso shot;Afternoon 12PM-4PM;202302;6;Thursday
18212;2023/02/02;54:40,0;1;5;Lower Manhattan;87;3;Coffee;Barista Espresso;Ouro Brasileiro shot;Afternoon 12PM-4PM;202302;3;Thursday
18213;2023/02/02;54:46,0;2;5;Lower Manhattan;52;2,5;Tea;Brewed Chai tea;Traditional Blend Chai Rg;Afternoon 12PM-4PM;202302;5;Thursday
18214;2023/02/02;00:31,0;2;8;Hell's Kitchen;32;3;Coffee;Gourmet brewed coffee;Ethiopia Rg;Afternoon 12PM-4PM;202302;6;Thursday
18215;2023/02/02;05:51,0;2;3;Astoria;43;3;Tea;Brewed herbal tea;Lemon Grass Lg;Afternoon 12PM-4PM;202302;6;Thursday
18216;2023/02/02;06:52,0;2;5;Lower Manhattan;51;3;Tea;Brewed Black tea;Earl Grey Lg;Afternoon 12PM-4PM;202302;6;Thursday
18217;2023/02/02;06:52,0;1;5;Lower Manhattan;75;3,5;Bakery;Pastry;Croissant;Afternoon 12PM-4PM;202302;3,5;Thursday
18218;2023/02/02;06:58,0;1;8;Hell's Kitchen;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18219;2023/02/02;08:18,0;2;3;Astoria;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202302;5;Thursday
18220;2023/02/02;10:56,0;2;5;Lower Manhattan;26;3;Coffee;Organic brewed coffee;Brazilian Rg;Afternoon 12PM-4PM;202302;6;Thursday
18221;2023/02/02;10:56,0;1;5;Lower Manhattan;72;3,25;Bakery;Scone;Ginger Scone;Afternoon 12PM-4PM;202302;3,25;Thursday
18222;2023/02/02;11:02,0;2;8;Hell's Kitchen;22;2;Coffee;Drip coffee;Our Old Time Diner Blend Sm;Afternoon 12PM-4PM;202302;4;Thursday
18223;2023/02/02;11:02,0;1;8;Hell's Kitchen;77;3;Bakery;Scone;Oatmeal Scone;Afternoon 12PM-4PM;202302;3;Thursday
18224;2023/02/02;11:14,0;1;5;Lower Manhattan;57;3,1;Tea;Brewed Chai tea;Spicy Eye Opener Chai Lg;Afternoon 12PM-4PM;202302;3,1;Thursday
18225;2023/02/02;11:14,0;1;5;Lower Manhattan;79;3,75;Bakery;Scone;Jumbo Savory Scone;Afternoon 12PM-4PM;202302;3,75;Thursday
18226;2023/02/02;15:03,0;1;3;Astoria;40;3,75;Coffee;Barista Espresso;Cappuccino;Afternoon 12PM-4PM;202302;3,75;Thursday
18227;2023/02/02;15:03,0;1;3;Astoria;77;3;Bakery;Scone;Oatmeal Scone;Afternoon 12PM-4PM;202302;3;Thursday
18228;2023/02/02;16:24,0;1;8;Hell's Kitchen;53;3;Tea;Brewed Chai tea;Traditional Blend Chai Lg;Afternoon 12PM-4PM;202302;3;Thursday
18229;2023/02/02;18:05,0;2;5;Lower Manhattan;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202302;5;Thursday
18230;2023/02/02;18:23,0;2;3;Astoria;39;4,25;Coffee;Barista Espresso;Latte Rg;Afternoon 12PM-4PM;202302;8,5;Thursday
18231;2023/02/02;19:49,0;1;3;Astoria;24;3;Coffee;Drip coffee;Our Old Time Diner Blend Lg;Afternoon 12PM-4PM;202302;3;Thursday
18232;2023/02/02;20:26,0;2;3;Astoria;37;3;Coffee;Barista Espresso;Espresso shot;Afternoon 12PM-4PM;202302;6;Thursday
18233;2023/02/02;21:45,0;2;3;Astoria;47;3;Tea;Brewed Green tea;Serenity Green Tea Lg;Afternoon 12PM-4PM;202302;6;Thursday
18234;2023/02/02;22:38,0;2;3;Astoria;36;3,75;Coffee;Premium brewed coffee;Jamaican Coffee River Lg;Afternoon 12PM-4PM;202302;7,5;Thursday
18235;2023/02/02;22:40,0;1;3;Astoria;51;3;Tea;Brewed Black tea;Earl Grey Lg;Afternoon 12PM-4PM;202302;3;Thursday
18236;2023/02/02;22:42,0;2;3;Astoria;55;4;Tea;Brewed Chai tea;Morning Sunrise Chai Lg;Afternoon 12PM-4PM;202302;8;Thursday
18237;2023/02/02;23:29,0;2;8;Hell's Kitchen;45;3;Tea;Brewed herbal tea;Peppermint Lg;Afternoon 12PM-4PM;202302;6;Thursday
18238;2023/02/02;26:08,0;1;3;Astoria;50;2,5;Tea;Brewed Black tea;Earl Grey Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18239;2023/02/02;28:23,0;2;5;Lower Manhattan;38;3,75;Coffee;Barista Espresso;Latte;Afternoon 12PM-4PM;202302;7,5;Thursday
18240;2023/02/02;28:35,0;2;5;Lower Manhattan;87;3;Coffee;Barista Espresso;Ouro Brasileiro shot;Afternoon 12PM-4PM;202302;6;Thursday
18241;2023/02/02;29:31,0;2;5;Lower Manhattan;44;2,5;Tea;Brewed herbal tea;Peppermint Rg;Afternoon 12PM-4PM;202302;5;Thursday
18242;2023/02/02;29:58,0;2;8;Hell's Kitchen;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202302;5;Thursday
18243;2023/02/02;29:58,0;1;8;Hell's Kitchen;77;3;Bakery;Scone;Oatmeal Scone;Afternoon 12PM-4PM;202302;3;Thursday
18244;2023/02/02;31:11,0;1;3;Astoria;54;2,5;Tea;Brewed Chai tea;Morning Sunrise Chai Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18245;2023/02/02;34:44,0;2;5;Lower Manhattan;34;2,45;Coffee;Premium brewed coffee;Jamaican Coffee River Sm;Afternoon 12PM-4PM;202302;4,9;Thursday
18246;2023/02/02;35:22,0;1;8;Hell's Kitchen;53;3;Tea;Brewed Chai tea;Traditional Blend Chai Lg;Afternoon 12PM-4PM;202302;3;Thursday
18247;2023/02/02;35:22,0;1;8;Hell's Kitchen;69;3,25;Bakery;Biscotti;Hazelnut Biscotti;Afternoon 12PM-4PM;202302;3,25;Thursday
18248;2023/02/02;36:29,0;2;8;Hell's Kitchen;46;2,5;Tea;Brewed Green tea;Serenity Green Tea Rg;Afternoon 12PM-4PM;202302;5;Thursday
18249;2023/02/02;36:50,0;2;8;Hell's Kitchen;22;2;Coffee;Drip coffee;Our Old Time Diner Blend Sm;Afternoon 12PM-4PM;202302;4;Thursday
18250;2023/02/02;36:50,0;1;8;Hell's Kitchen;70;3,25;Bakery;Scone;Cranberry Scone;Afternoon 12PM-4PM;202302;3,25;Thursday
18251;2023/02/02;42:50,0;1;8;Hell's Kitchen;23;2,5;Coffee;Drip coffee;Our Old Time Diner Blend Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18252;2023/02/02;47:40,0;1;5;Lower Manhattan;22;2;Coffee;Drip coffee;Our Old Time Diner Blend Sm;Afternoon 12PM-4PM;202302;2;Thursday
18253;2023/02/02;48:55,0;1;5;Lower Manhattan;46;2,5;Tea;Brewed Green tea;Serenity Green Tea Rg;Afternoon 12PM-4PM;202302;2,5;Thursday
18254;2023/02/02;48:55,0;1;5;Lower Manhattan;73;3,75;Bakery;Pastry;Almond Croissant;Afternoon 12PM-4PM;202302;3,75;Thursday
